iteration,seed,algorithm,final_objective_value,n_iter_opt,x0,x1
38,38,DE,1.0200999898994605e-08,501,1.0000000000000408e-06,99.99999999999984
39,39,DE,1.0200999898994605e-08,501,99.99999999995296,1.0000000000004377e-06
40,40,DE,1.0200999898994605e-08,501,100.0,1.0000000000000042e-06
41,41,DE,1.0200999898994605e-08,501,1.0000000000000205e-06,99.9999999999999
42,42,DE,1.0200999898994605e-08,501,99.99999999999754,1.0000000000001452e-06
43,43,DE,1.0200999898994605e-08,501,1.0000000000010266e-06,99.99999999991431
44,44,DE,1.0200999898994605e-08,501,1.000000000001771e-06,99.99999999977304
45,45,DE,1.0201578934558607e-08,501,1.0024717685043016e-06,99.75340443972583
46,46,DE,1.0200999898994605e-08,501,99.99999999999939,1.0000000000006484e-06
47,47,DE,1.0201122506891745e-08,501,1.000449786114119e-06,99.95502379945015
48,48,DE,1.0200999898994605e-08,501,1.0000000000000592e-06,99.99999999995408
49,49,DE,7.08024245734861e-11,284,9.12905726075361,1.0954121659543776e-05
50,50,DE,1.9762937277418277e-11,249,1.1026263587848282e-05,9.069270394515524
51,51,DE,4.959809931982177e-11,318,1.0935385204560813e-05,9.144573165510149
52,52,DE,1.0200999898994605e-08,501,1.00000000000063e-06,99.99999999991155
53,53,DE,1.0200999898994605e-08,501,99.99999999999689,1.0000000000000654e-06
54,54,DE,1.0200999898994605e-08,501,1.000000000000683e-06,99.99999999999386
55,55,DE,1.0201025123707138e-08,501,99.98898441579185,1.000110113365635e-06
56,56,DE,1.0201043144317477e-08,501,99.9804777977164,1.0001953217196297e-06
57,57,DE,1.0200999898994605e-08,501,1.0000000000000696e-06,99.9999999999932
58,58,DE,4.037323127352002e-11,297,1.1025034821146541e-05,9.070310873786257
59,59,DE,1.0200999898994605e-08,501,99.99999999992781,1.0000000000004315e-06
60,60,DE,1.0201109175538168e-08,501,99.98207550533664,1.000179006630738e-06
61,61,DE,1.0201000017665858e-08,501,99.99994134068712,1.0000005869133482e-06
62,62,DE,1.0200999898994605e-08,501,1.0000000000003762e-06,99.99999999996739
63,63,DE,1.0201342797828456e-08,501,1.001443535539171e-06,99.85587714268615
64,64,DE,1.0200999901519435e-08,501,99.9999998195894,1.0000000002293117e-06
65,65,DE,1.0200999898994605e-08,501,1.0000000000000531e-06,99.99999999995332
66,66,DE,1.0200999898994605e-08,501,1.000000000000006e-06,99.9999999999498
67,67,DE,1.0200999898994605e-08,501,99.99999999985096,1.000000000001092e-06
68,68,DE,1.0200999898994605e-08,501,99.99999999990756,1.0000000000013048e-06
69,69,DE,4.273212886284551e-11,270,9.081901673965808,1.1010975364302799e-05
70,70,DE,1.0200999898994605e-08,501,1.0000000000006441e-06,99.99999999999315
71,71,DE,1.0200999898994605e-08,501,99.99999999944843,1.000000000006082e-06
72,72,DE,1.0200999898994605e-08,501,99.99999999999545,1.0000000000000245e-06
73,73,DE,1.0201000242217523e-08,501,1.000001327037656e-06,99.99986816335169
74,74,DE,1.0201020438530278e-08,501,1.0000754730933354e-06,99.99244598482443
75,75,DE,1.0200999898994605e-08,501,99.9999999999097,1.0000000000009224e-06
76,76,DE,1.0200999898994605e-08,501,100.0,1.000000000000002e-06
77,77,DE,1.0200999898994605e-08,501,99.9999999997439,1.000000000002812e-06
78,78,DE,1.0200999898994605e-08,501,99.99999999990163,1.0000000000013457e-06
79,79,DE,1.0201001514113923e-08,501,1.0000070781462837e-06,99.99929082899538
80,80,DE,1.0201247885588976e-08,501,1.0006176416141492e-06,99.93830904458048
81,81,DE,1.0200999898994605e-08,501,99.99999999999095,1.0000000000004826e-06
82,82,DE,1.0200999898994605e-08,501,99.99999999998518,1.0000000000000408e-06
83,83,DE,1.0201027773932166e-08,501,99.98662803885382,1.000133766723275e-06
84,84,DE,1.0200999898994605e-08,501,1.0000000000013906e-06,99.99999999995056
85,85,DE,1.0201033273209692e-08,501,99.98359006626616,1.0001641113102166e-06
86,86,DE,1.0200999898994605e-08,501,99.99999999986625,1.0000000000018181e-06
87,87,DE,1.0200999898994605e-08,501,99.99999999999612,1.0000000000001473e-06
88,88,DE,1.0200999898994605e-08,501,99.99999999953954,1.000000000004943e-06
89,89,DE,1.0201198454675026e-08,501,99.92665605117489,1.0007337532925478e-06
90,90,DE,1.0201064656591038e-08,501,1.0002749689444386e-06,99.97252026050646
91,91,DE,1.0201006288347821e-08,501,1.0000313005932574e-06,99.99686922242648
92,92,DE,1.0200999898994605e-08,501,99.99999999999943,1.0000000000002905e-06
93,93,DE,1.0200999898994605e-08,501,99.9999999999998,1.0000000000000103e-06
94,94,DE,1.449766129411471e-11,222,1.0939551935674646e-05,9.141137611462545
95,95,DE,1.0200999898994605e-08,501,99.99999999999775,1e-06
96,96,DE,1.0200999898994605e-08,501,1.0000000000000163e-06,99.99999999999677
97,97,DE,1.0201012837995058e-08,501,1.0000323206388813e-06,99.99676003443211
98,98,DE,1.0200999898994605e-08,501,1.000000000000039e-06,99.9999999999998
99,99,DE,1.0201012071516799e-08,501,1.0000056662591031e-06,99.99942287595962
100,100,DE,1.0201004344988884e-08,501,99.9978001431746,1.0000220004352404e-06
101,101,DE,1.0200999898994605e-08,501,1.0000000000000614e-06,99.99999999998256
102,102,DE,8.997978169855794e-11,267,1.1076887272344445e-05,9.027835455234086
103,103,DE,1.0201005265383725e-08,501,1.0000223594569383e-06,99.99776118926574
104,104,DE,1.0201074015526597e-08,501,1.0003499163032084e-06,99.96502646699442
105,105,DE,1.932525650208178e-11,304,9.14392787602785,1.0936237428580907e-05
106,106,DE,1.0201096924459821e-08,501,99.95452337645041,1.0004550446329868e-06
107,107,DE,1.0200999898994605e-08,501,99.99999999981053,1.0000000000018753e-06
108,108,DE,1.0200999898994605e-08,501,1.0000000000009408e-06,99.99999999998778
109,109,DE,1.0200999898994605e-08,501,99.99999999999626,1.0000000000002392e-06
110,110,DE,1.0200999898994605e-08,501,99.99999999992704,1.000000000000186e-06
111,111,DE,1.0201167095121176e-08,501,1.000142668742113e-06,99.9857723546932
112,112,DE,1.0200999898994605e-08,501,99.99999999990956,1.0000000000010062e-06
113,113,DE,1.0201047981645144e-08,501,99.9857920924486,1.0001422383907228e-06
114,114,DE,1.020110092549418e-08,501,99.95051855723091,1.0004950272675975e-06
115,115,DE,1.0200999898994605e-08,501,99.99999999991385,1.000000000000129e-06
116,116,DE,1.0200999898994605e-08,501,1e-06,99.9999999999952
117,117,DE,1.0200999898994605e-08,501,99.99999999903604,1.0000000000094708e-06
118,118,DE,1.0200999898994605e-08,501,1.000000000001587e-06,99.99999999982862
119,119,DE,1.0201265352069794e-08,501,99.89467070356103,1.0010541741701978e-06
120,120,DE,1.020101003511178e-08,501,1.000033856338225e-06,99.99660873892829
121,121,DE,1.0200999898994605e-08,501,99.9999999999999,1e-06
122,122,DE,1.0200999898994605e-08,501,1.000000000000047e-06,99.9999999999951
123,123,DE,1.0200999898994605e-08,501,99.99999999995194,1.0000000000001778e-06
124,124,DE,1.0201130524585992e-08,501,1.000604299375404e-06,99.93961580292324
125,125,DE,4.630306097860482e-11,285,1.0907121395721852e-05,9.168336445553823
126,126,DE,1.0201176352175386e-08,501,99.99707784433785,1.000029635298925e-06
127,127,DE,1.0200999898994605e-08,501,99.99999999840661,1.00000000001505e-06
128,128,DE,1.0201010861913417e-08,501,99.99596562322179,1.000040398335777e-06
129,129,DE,1.0200999898994605e-08,501,99.99999999996518,1.000000000000454e-06
130,130,DE,1.0200999898994605e-08,501,1.0000000000003007e-06,99.99999999999795
131,131,DE,1.0200999898994605e-08,501,1.0000000000000103e-06,99.99999999999943
132,132,DE,1.0200999898994605e-08,501,1.0000000000011208e-06,99.99999999989447
133,133,DE,1.0200999898994605e-08,501,1.0000000000002985e-06,99.99999999995613
134,134,DE,1.9112986511825278e-11,267,1.1028686605474382e-05,9.067266507149409
135,135,DE,1.0200999898994605e-08,501,1.0000000000020165e-06,99.999999999857
136,136,DE,1.0201177152750858e-08,501,99.91298795162282,1.0008708415715677e-06
137,137,DE,1.0201001260863356e-08,501,99.9996196864608,1.0000038274138596e-06
138,138,DE,1.0200999898994605e-08,501,1.0000000000103115e-06,99.99999999905383
139,139,DE,1.0200999898994605e-08,501,1.0000000000001596e-06,99.99999999999213
140,140,DE,1.0201512565041314e-08,501,99.75192507311496,1.0024870203441468e-06
141,141,DE,1.0200999898994605e-08,501,99.99999999985623,1.0000000000012311e-06
142,142,DE,1.0201009804666966e-08,501,99.99646229717611,1.0000353256481766e-06
143,143,DE,1.0200999898994605e-08,501,1.000000000005037e-06,99.99999999950273
144,144,DE,1.0200999898994605e-08,501,1e-06,99.99999999999555
145,145,DE,9.649372891101466e-11,276,1.086971050599279e-05,9.199873976462827
146,146,DE,1.0200999898994605e-08,501,99.99999999981742,1.0000000000025237e-06
147,147,DE,1.0200999898994605e-08,501,99.99999999999903,1.0000000000006564e-06
148,148,DE,1.0200999898994605e-08,501,99.99999999972887,1.0000000000021351e-06
149,149,DE,1.0200999898994605e-08,501,1.0000000000028324e-06,99.99999999969451
150,150,DE,1.0200999898994605e-08,501,1.000000000000006e-06,99.99999999998272
151,151,DE,1.0200999898994605e-08,501,99.99999999998671,1.000000000000583e-06
152,152,DE,4.484470627480227e-11,330,1.1046450671878372e-05,9.052655228128037
153,153,DE,1.0201123355264145e-08,501,99.94170017131303,1.0005834132927304e-06
154,154,DE,7.763262699375347e-11,296,9.136028217097769,1.0945585753206835e-05
155,155,DE,1.0200999898994605e-08,501,1.0000000000000042e-06,99.99999999996615
156,156,DE,1.0200999898994605e-08,501,1.000000000000006e-06,99.99999999999785
157,157,DE,1.0200999898994605e-08,501,1.000000000000002e-06,100.0
158,158,DE,1.0200999898994605e-08,501,99.99999999999852,1e-06
159,159,DE,1.0200999898994605e-08,501,1.000000000000006e-06,99.99999999999923
160,160,DE,1.0201003146231195e-08,501,99.99839643998405,1.0000160385842769e-06
161,161,DE,1.0200999898994605e-08,501,1.000000000000002e-06,99.99999999999969
162,162,DE,1.020107794633651e-08,501,1.000271800825217e-06,99.97284251191053
163,163,DE,1.0200999898994605e-08,501,1.0000000000002005e-06,99.99999999999969
164,164,DE,1.0200999898994605e-08,501,1e-06,99.99999999999908
165,165,DE,1.0201092979459825e-08,501,1.0002069985504767e-06,99.97928179142627
166,166,DE,1.0201025046283481e-08,501,99.99114549731576,1.0000886379777644e-06
167,167,DE,1.0200999898994605e-08,501,99.99999999994438,1.0000000000000042e-06
168,168,DE,1.0200999898994605e-08,501,1.0000000000001514e-06,99.9999999999998
169,169,DE,1.020113044073115e-08,501,1.0003027911106789e-06,99.9697563861154
170,170,DE,1.0201025572361588e-08,501,99.9889215591882,1.0001108539678946e-06
171,171,DE,1.0200999898994605e-08,501,99.99999999985326,1.0000000000009592e-06
172,172,DE,1.0201827094294158e-08,501,99.61577300420386,1.0038573098833805e-06
173,173,DE,6.679620508402319e-11,203,9.08050132651946,1.1012523482213093e-05
174,174,DE,1.0376484409372955e-11,303,9.105466955420894,1.0982377779268706e-05
175,175,DE,1.0200999898994605e-08,501,99.99999999999949,1.0000000000000838e-06
176,176,DE,1.0201293847454084e-08,501,99.85712647882826,1.0014308496245445e-06
177,177,DE,1.0200999898994605e-08,501,99.999999999932,1.0000000000007117e-06
178,178,DE,1.0200999898994605e-08,501,1.000000000000002e-06,99.99999999997495
179,179,DE,1.0201074063933048e-08,501,1.0003655106075198e-06,99.96346411483874
180,180,DE,4.299815498944105e-11,318,1.0908485782245853e-05,9.167183219758048
181,181,DE,1.0200999898994605e-08,501,99.99999999992151,1.0000000000001575e-06
182,182,DE,1.0200999898994605e-08,501,1e-06,99.99999999999856
183,183,DE,1.0201200969008932e-08,501,1.0008197365880548e-06,99.91811230438812
184,184,DE,1.0200999898994605e-08,501,99.99999999862109,1.000000000013469e-06
185,185,DE,1.0200999898994605e-08,501,1.0000000000002494e-06,99.99999999994857
186,186,DE,1.0200999898994605e-08,501,99.99999999995761,1.0000000000001022e-06
187,187,DE,1.020153544659883e-08,501,99.74631600200418,1.00254343981558e-06
188,188,DE,1.0201191888130856e-08,501,1.000912603489369e-06,99.90881412541998
189,189,DE,1.0200999898994605e-08,501,1.0000000000000368e-06,99.99999999995664
190,190,DE,5.3656861754568833e-11,296,1.1002390377412275e-05,9.088869735574452
191,191,DE,1.0200999898994605e-08,501,1.0000000000004806e-06,99.99999999988067
192,192,DE,1.0200999898994605e-08,501,99.99999999999939,1.0000000000001575e-06
193,193,DE,1.0200999898994605e-08,501,1.0000000000021372e-06,99.99999999984192
194,194,DE,1.0201330431172617e-08,501,1.000117439405289e-06,99.9883128223872
195,195,DE,1.0201147203683034e-08,501,1.0005452266612318e-06,99.94548777620318
196,196,DE,1.2999194416253006e-11,236,9.120515785503505,1.0964327797822122e-05
197,197,DE,6.599714115114521e-13,330,9.098839359261477,1.0990411548394889e-05
198,198,DE,1.0200999898994605e-08,501,99.9999999999931,1.0000000000000285e-06
199,199,DE,1.0200999898994605e-08,501,1.0000000000000328e-06,99.99999999997684
200,200,DE,1.020107621651627e-08,501,99.96582596231806,1.0003419423505682e-06
201,201,DE,1.0200999898994605e-08,501,1.0000000000006013e-06,99.9999999999866
202,202,DE,1.020100663489168e-08,501,99.99700919705086,1.0000298824724067e-06
203,203,DE,1.0200999898994605e-08,501,99.99999999976676,1.0000000000028182e-06
204,204,DE,1.0200999898994605e-08,501,1.0000000000000163e-06,99.99999999999652
205,205,DE,1.0200999898994605e-08,501,99.9999999999974,1.0000000000000082e-06
206,206,DE,1.0201423396070393e-08,501,99.80003661189701,1.00200377756156e-06
207,207,DE,1.0200999898994605e-08,501,99.99999999998134,1.000000000000006e-06
208,208,DE,1.020128393987503e-08,501,99.99500625350574,1.0000504632891567e-06
209,209,DE,1.0201059189500916e-08,501,1.0000576359085048e-06,99.99421491414444
210,210,DE,1.0200999898994605e-08,501,99.99999999992653,1.0000000000005236e-06
211,211,DE,1.0200999898994605e-08,501,99.99999999999801,1.000000000000006e-06
212,212,DE,1.020124468877591e-08,501,1.0001291432234677e-06,99.98713410487294
213,213,DE,1.0200999898994605e-08,501,99.99999999999964,1.0000000000000042e-06
214,214,DE,1.0201008626574996e-08,501,99.99673375497031,1.0000327095649525e-06
215,215,DE,1.0200999898994605e-08,501,100.0,1.0000000000000103e-06
216,216,DE,1.0200999898994605e-08,501,1.0000000000003028e-06,99.99999999998262
217,217,DE,1.0201055998043515e-08,501,99.98456659180235,1.0001545156848111e-06
218,218,DE,1.0200999898994605e-08,501,1.000000000000366e-06,99.99999999997888
219,219,DE,1.020123647924169e-08,501,99.88440914196632,1.0011572992717566e-06
220,220,DE,1.0200999898994605e-08,501,99.99999999997536,1.0000000000000408e-06
221,221,DE,1.0200999898994605e-08,501,1.0000000000002005e-06,99.99999999999248
222,222,DE,1.0200999898994605e-08,501,1.0000000000002515e-06,99.99999999999959
223,223,DE,1.0200999898994605e-08,501,99.99999999999994,1.0000000000003682e-06
224,224,DE,1.0200999900259635e-08,501,99.9999994746406,1.000000004685161e-06
225,225,DE,1.0200999898994605e-08,501,1.0000000000007485e-06,99.9999999999927
226,226,DE,1.0201028912049623e-08,501,1.0000000314617822e-06,99.99997982247312
227,227,DE,1.0200999898994605e-08,501,99.99999999999866,1.0000000000000266e-06
228,228,DE,1.0200999898994605e-08,501,100.0,1.0000000000003762e-06
229,229,DE,1.0200999898994605e-08,501,99.99999999947502,1.000000000005442e-06
230,230,DE,1.0201303927956904e-08,501,99.87168440788352,1.0012850156387594e-06
231,231,DE,1.0200999898994605e-08,501,1.0000000000000224e-06,99.99999999999994
232,232,DE,1.0200999898994605e-08,501,99.99999999999422,1e-06
233,233,DE,1.0200999898994605e-08,501,99.99999999961271,1.0000000000029817e-06
234,234,DE,1.0200999898994605e-08,501,99.99999999999167,1.0000000000009694e-06
235,235,DE,1.0200999898994605e-08,501,1.0000000000002168e-06,99.99999999990337
236,236,DE,1.0200999898994605e-08,501,1.0000000000000777e-06,99.99999999995684
237,237,DE,1.0200999898994605e-08,501,99.99999999994233,1.0000000000000675e-06
238,238,DE,1.020100028209989e-08,501,99.99983112677481,1.0000016951145661e-06
239,239,DE,1.0200999898994605e-08,501,1.0000000000000328e-06,99.9999999999543
240,240,DE,1.020159625846704e-08,501,99.70863212258206,1.0029222711330267e-06
241,241,DE,1.0201179101703091e-08,501,99.9562966747598,1.0004375258332473e-06
242,242,DE,1.0200999898994605e-08,501,1.0000000000000082e-06,99.99999999999407
243,243,DE,1.0200999898994605e-08,501,99.99999999981053,1.0000000000026872e-06
244,244,DE,1.0200999898994605e-08,501,99.99999999999939,1.0000000000000122e-06
245,245,DE,1.0200999898994605e-08,501,99.99999999998262,1e-06
246,246,DE,1.0200999898994605e-08,501,99.99999999999626,1.0000000000002414e-06
247,247,DE,1.0200999898994605e-08,501,1.0000000000003436e-06,99.9999999999936
248,248,DE,1.0200999898994605e-08,501,99.99999999992964,1.000000000000094e-06
249,249,DE,1.0201013479183961e-08,501,99.99335372146149,1.000066454698076e-06
250,250,DE,1.0200999898994605e-08,501,1.0000000000000368e-06,99.99999999997316
251,251,DE,1.020103619915078e-08,501,99.98215479981674,1.0001784680508495e-06
252,252,DE,1.837990756666701e-11,274,1.1027625434419122e-05,9.068130540915528
253,253,DE,1.0200999898994605e-08,501,99.99999999998595,1.0000000000003722e-06
254,254,DE,1.0201302671097853e-08,501,99.85885523524871,1.0014133110026099e-06
255,255,DE,1.0200999898994605e-08,501,1e-06,99.99999999999929
256,256,DE,1.0201165437967365e-08,501,99.92218671915782,1.000778647861311e-06
257,257,DE,1.0200999898994605e-08,501,1.0000000000000042e-06,99.99999999999754
258,258,DE,1.0200999898994605e-08,501,1.000000000002088e-06,99.99999999977217
259,259,DE,1.0200999898994605e-08,501,1.0000000000002515e-06,99.99999999996452
260,260,DE,1.0200999898994605e-08,501,1.000000000001534e-06,99.99999999988046
261,261,DE,1.0201316319624804e-08,501,1.0015376366955106e-06,99.84646478557725
262,262,DE,1.020342949229799e-08,501,1.0017297830605762e-06,99.82746437125046
263,263,DE,1.0200999898994605e-08,501,99.99999999999596,1.0000000000001677e-06
264,264,DE,1.020147343578625e-08,501,1.0023403499617865e-06,99.76650866044318
265,265,DE,1.0201148016031724e-08,501,99.92769464278177,1.000723532417826e-06
266,266,DE,1.0200999898994605e-08,501,99.99999999984769,1.0000000000006155e-06
267,267,DE,1.0200999898994605e-08,501,99.99999999997392,1.0000000000009162e-06
268,268,DE,3.830005010977267e-11,200,1.0934154160595623e-05,9.145613681663946
269,269,DE,1.0200999898994605e-08,501,1.0000000000140887e-06,99.99999999863255
270,270,DE,1.0200999898994605e-08,501,99.99999999996422,1.0000000000000144e-06
271,271,DE,1.0200999898994605e-08,501,1.000000000000002e-06,100.0
272,272,DE,1.0200999898994605e-08,501,1.0000000000014602e-06,99.99999999993241
273,273,DE,1.0200999898994605e-08,501,99.99999999993614,1.000000000001047e-06
274,274,DE,1.0200999898994605e-08,501,99.99999999985623,1.0000000000014602e-06
275,275,DE,1.0200999898994605e-08,501,99.99999999995562,1.000000000000499e-06
276,276,DE,1.0200999898994605e-08,501,99.99999999999974,1.0000000000000042e-06
277,277,DE,1.0200999898994605e-08,501,99.9999999999999,1.0000000000004275e-06
278,278,DE,3.684419884617462e-11,251,1.0998741497780593e-05,9.091895998797296
279,279,DE,7.230457118931214e-11,238,9.165837899684739,1.0910015712936161e-05
280,280,DE,1.0201126302438982e-08,501,99.96457258157506,1.0003546338461017e-06
281,281,DE,2.2945754917007086e-11,306,1.1029682682906957e-05,9.066427861347545
282,282,DE,1.0201000703282685e-08,501,99.99967049796415,1.0000033067075996e-06
283,283,DE,1.0200999898994605e-08,501,1.000000000000536e-06,99.99999999996257
284,284,DE,1.0200999898994605e-08,501,1.000000000000591e-06,99.99999999989876
285,285,DE,1.0200999898994605e-08,501,99.99999999996548,1.000000000000356e-06
286,286,DE,1.020117252399986e-08,501,99.93206486792285,1.000680001068747e-06
287,287,DE,1.0201060875527833e-08,501,1.0000629318437455e-06,99.99372917939985
288,288,DE,1.0200999898994605e-08,501,1.000000000000002e-06,99.9999999999842
289,289,DE,1.0200999898994605e-08,501,99.99999999999805,1.000000000000047e-06
290,290,DE,1.0200999898994605e-08,501,1.0000000000000103e-06,100.0
291,291,DE,1.0200999898994605e-08,501,99.99999999999908,1.0000000000000368e-06
292,292,DE,1.020147109307095e-08,501,1.0007769075511855e-06,99.92231354133115
293,293,DE,1.0200999898994605e-08,501,99.99999999999908,1.0000000000000736e-06
294,294,DE,1.0201201383731708e-08,501,99.92331178118447,1.0007672549464778e-06
295,295,DE,1.0200999898994605e-08,501,99.99999999999969,1.0000000000000163e-06
296,296,DE,1.0200999898994605e-08,501,99.99999999744858,1.0000000000264147e-06
297,297,DE,1.0200999898994605e-08,501,1.0000000000007055e-06,99.99999999999974
298,298,DE,4.1483929643629545e-12,272,1.1003688775161551e-05,9.087863467066661
299,299,DE,1.0200999980246234e-08,501,1.0000003468025734e-06,99.99996498522192
0,0,GA,1.1175649060869923e-08,501,17.41460201555554,5.742307512858351e-06
1,1,GA,4.793294101367129e-09,501,9.89364910546389e-06,10.107533759193226
2,2,GA,1.0919206801066176e-08,501,22.24590942473132,4.495208792444297e-06
3,3,GA,1.0375486903862394e-08,501,1.8597084253987189e-06,53.77185430203614
4,4,GA,1.0659595464919407e-08,501,3.2453170463375476e-06,30.81362939361399
5,5,GA,3.486956917301684e-09,501,8.676329693285703,1.1525611443768501e-05
6,6,GA,1.109467871417696e-08,501,7.726835918914126e-06,12.941908010281843
7,7,GA,1.0768235283926926e-08,501,3.770117984627749e-06,26.524368838786014
8,8,GA,1.0466168666991642e-08,501,2.287161922212309e-06,43.72239073420384
9,9,GA,1.0646360293838038e-08,501,3.1812063442423703e-06,31.43461604778633
10,10,GA,1.0210800390184268e-08,501,96.24116095162113,1.0390578956848276e-06
11,11,GA,1.0465863193685045e-08,501,50.4695966769609,1.981374852554136e-06
12,12,GA,1.1252790528857325e-08,501,7.989824332651141e-06,12.516160324190844
13,13,GA,1.0357140125239141e-08,501,1.2046152607805908e-06,83.01494638604534
14,14,GA,1.240887696955255e-08,501,34.26425108293337,2.9186180651998922e-06
15,15,GA,9.16505117505877e-09,501,10.795598139119,9.262702713747923e-06
16,16,GA,1.0282208932862926e-08,501,71.36605024250967,1.4012265165630061e-06
17,17,GA,1.0254616504502285e-08,501,79.04631063154818,1.2650811809117002e-06
18,18,GA,4.230549549539862e-06,501,1.630900351032037e-05,6.131582683722539
19,19,GA,1.0204386751661227e-08,501,1.0167652135046634e-06,98.35112256973751
20,20,GA,1.1175595615158193e-08,501,13.164766798781965,7.596053616169888e-06
21,21,GA,1.0784783531062618e-08,501,25.975206491216227,3.849825026426907e-06
22,22,GA,1.0374738966758349e-08,501,62.233161948213855,1.606871794558069e-06
23,23,GA,1.2045582186410858e-08,501,5.209503936569854e-06,19.196285815281158
24,24,GA,1.2716781497144135e-08,501,7.363660099600366e-06,13.580721999827936
25,25,GA,1.0474402663489577e-08,501,42.65251370900883,2.3445276332275066e-06
26,26,GA,1.0949734025499718e-08,501,4.641427179371791e-06,21.545097218281533
27,27,GA,1.1029538068676821e-08,501,5.023885496170711e-06,19.904911903625024
28,28,GA,1.12513896018834e-08,501,13.545562221232545,7.382491643047627e-06
29,29,GA,1.0658329643756863e-08,501,3.234745454051945e-06,30.914363196748
30,30,GA,1.1313511513668653e-08,501,7.060412442008646e-06,14.163457115979917
31,31,GA,2.2962412103618132e-08,501,8.24083177955665,1.2134709581960326e-05
32,32,GA,7.545369223715504e-08,501,7.856347159046271,1.2728453894397275e-05
33,33,GA,1.1799863535982787e-06,501,1.4871034072379685e-05,6.724481932504312
34,34,GA,6.535405996136371e-08,501,7.908684193020222,1.2644080870407635e-05
35,35,GA,7.01192522472075e-08,501,7.8832555304003575,1.2685317186171657e-05
36,36,GA,4.770780428088115e-08,501,8.013713762516655,1.2478629351679481e-05
37,37,GA,1.0206184870637972e-08,501,97.49772652788091,1.0256649417510302e-06
38,38,GA,9.946952760483527e-09,501,8.595641613506194e-06,11.63380023416887
39,39,GA,1.1195653685464981e-08,501,17.103153711294997,5.846874891497978e-06
40,40,GA,1.0534899856154811e-08,501,37.883613257403766,2.6396637315521716e-06
41,41,GA,1.1291122667108084e-08,501,7.213571735323214e-06,13.8627580669696
42,42,GA,1.0274383549059188e-08,501,1.3625887267926162e-06,73.38972332594561
43,43,GA,1.1120204585250018e-08,501,18.302793831537212,5.463646743934911e-06
44,44,GA,1.0374937424544952e-08,501,53.83758382802909,1.8574384845115196e-06
45,45,GA,8.87751617016151e-09,501,8.990441706424761e-06,11.122924012673943
46,46,GA,1.9071252000500547e-08,501,8.29342817940622,1.2057746137252762e-05
47,47,GA,2.0915900702931693e-08,501,1.2095510271411e-05,8.267529609937615
48,48,GA,1.0938592914062483e-08,501,4.328977113557721e-06,23.100315099730192
49,49,GA,1.0771544788944669e-08,501,26.412657835171004,3.7860635063065476e-06
50,50,GA,1.0420267498903105e-08,501,1.0231820122751233e-05,9.772580937553192
51,51,GA,3.5060330463889063e-10,501,1.1174741834494817e-05,8.948752758508157
52,52,GA,1.0967310995035723e-08,501,50.39090960914678,1.984437682892931e-06
53,53,GA,1.0473938418991106e-08,501,2.342263901150842e-06,42.693737425294174
54,54,GA,1.0218530257273935e-08,501,1.086717724442647e-06,92.02020919052126
55,55,GA,1.0824001855400832e-08,501,4.038489116680248e-06,24.761735633728772
56,56,GA,3.4734319345880034e-09,501,8.677028799844104,1.15246898592016e-05
57,57,GA,1.130347620216204e-08,501,14.02072523630253,7.132298397330302e-06
58,58,GA,5.469941877079763e-11,432,1.092467703185833e-05,9.153539477346614
59,59,GA,1.1080688070708623e-08,501,5.2706166440544776e-06,18.9731120351823
60,60,GA,1.0539446270522498e-08,501,37.70657415920995,2.6520536725240687e-06
61,61,GA,1.1237624409201624e-08,501,6.079534646974253e-06,16.44862733470672
62,62,GA,1.0778330035698055e-08,501,3.818747969249848e-06,26.18659329881055
63,63,GA,1.0704569472335196e-09,501,9.460697428444893,1.0570044300667064e-05
64,64,GA,7.78255007073869e-07,501,6.911124846210872,1.446951254860763e-05
65,65,GA,1.130616538553004e-08,501,7.11016021844193e-06,14.064380674200663
66,66,GA,1.0201000808510377e-08,501,1.0000044915876023e-06,99.99955069471028
67,67,GA,1.770185230053271e-07,501,7.535110561612325,1.327117939606109e-05
68,68,GA,6.497916294171638e-07,501,1.4304739551637217e-05,6.990749162177952
69,69,GA,1.0682983845452579e-08,501,31.059391339989915,3.2196208621788118e-06
70,70,GA,1.0921985186042401e-08,501,3.8836510660956486e-06,25.7486724102747
71,71,GA,1.0393062421132035e-08,501,1.5030535160659735e-06,66.53186239204484
72,72,GA,1.4490065478274846e-08,501,10.31496870254239,9.693748363696152e-06
73,73,GA,5.828904150098157e-10,501,1.1226491787894505e-05,8.907502104069785
74,74,GA,1.1528512326765684e-08,501,3.0501644681326846e-06,32.78610589718372
75,75,GA,3.897885507351684e-07,501,7.211307079889106,1.3867149185368795e-05
76,76,GA,1.0726034251947813e-08,501,28.038508077070432,3.5665239437712267e-06
77,77,GA,1.1799573045786825e-08,501,24.750504264637566,4.040195548571239e-06
78,78,GA,1.2272697197260124e-08,501,66.17013381217699,1.5113228675965008e-06
79,79,GA,5.21104430816243e-10,501,1.1213984288225452e-05,8.917443511742412
80,80,GA,1.0463893598464486e-08,501,1.0521019798493239e-06,95.04933031180812
81,81,GA,1.0432045889349117e-08,501,8.449664984411777,1.1834789483925307e-05
82,82,GA,1.1272185184834141e-08,501,6.297554698075674e-06,15.87917925998826
83,83,GA,1.0464446810330813e-08,501,2.2958813909162677e-06,43.556257037918456
84,84,GA,1.0477407956673652e-08,501,2.3592131974393044e-06,42.387012802817594
